Column1,A,B,C,D,E,F,G,result,month,year,time
1782,15-05-2016 16:06,15-05-2016,dc43bf64-4cfe-4474-9ded-05b4728ef71d,a9932266-b52e-48af-9ef7-88c96afda350,CARD_PAYMENT,EUR,38.86,36,5.0,2016.0,16:06:00
1783,15-05-2016 16:07,15-05-2016,fe60c35b-b5cc-4e74-86c0-021ea4d5ca63,e9a2b6b7-4679-4123-aa8f-b0e06aaf4bcc,ATM,EUR,117.93,14,5.0,2016.0,16:07:00
1784,16-05-2016 01:49,16-05-2016,62f45dfe-1f23-45a8-9d42-57516164c18e,03562eab-c0ae-4f8b-8b61-077d7f74dd63,CARD_PAYMENT,EUR,5.19,20,5.0,2016.0,01:49:00
1785,16-05-2016 02:45,16-05-2016,3dd8b1a9-17a7-483f-b1a4-9f23fe55ad61,216fbade-87c6-4384-ac71-7136a313e3fb,CARD_PAYMENT,GBP,23.73,25,5.0,2016.0,02:45:00
1786,16-05-2016 04:48,16-05-2016,ba1ad0cb-b11d-4f7d-831b-66eb0a284c11,6737a7e0-fe8a-4b45-b6a1-0cf16bb4bef3,TOPUP,EUR,305.58,29,5.0,2016.0,04:48:00
1787,16-05-2016 08:18,16-05-2016,ea86c877-ff87-4caa-8b76-3a05b89850d1,f008e33b-9e60-4ad7-9455-d1437605c71d,BANK_TRANSFER,GBP,7.61,15,5.0,2016.0,08:18:00
1788,16-05-2016 08:51,16-05-2016,87e5ef11-0bbc-4f97-9a2d-5192f687b323,0457c213-df84-4a44-a633-d477c3d972c0,ATM,GBP,3.57,9,5.0,2016.0,08:51:00
1789,16-05-2016 12:33,16-05-2016,0775525b-c2a3-469b-a09f-a6b94db3f155,488345c0-e88d-474c-ad2f-c998b833b5d5,TOPUP,EUR,44.87,13,5.0,2016.0,12:33:00
1790,16-05-2016 13:14,16-05-2016,ddd339c3-ec9d-4e80-befb-00369d69232b,0e87394a-9024-4844-9c51-581037dc56d7,ATM,GBP,229.13,22,5.0,2016.0,13:14:00
1791,16-05-2016 13:45,16-05-2016,a2946601-c570-4952-a5af-1028debc22de,544a438a-bb1b-42ed-8646-133fdc0d1187,TOPUP,EUR,258.85,10,5.0,2016.0,13:45:00
1792,16-05-2016 14:07,16-05-2016,e8ecd1c0-a906-43dc-ae86-6e1f2269a08b,23842c0b-109f-436c-932a-8c654d2f1bdc,BANK_TRANSFER,EUR,97.82,29,5.0,2016.0,14:07:00
1793,16-05-2016 14:09,16-05-2016,677412be-cf63-4c54-84ee-9cfae5a3c4dd,f3318563-a5eb-4e29-947a-c35ced6a8504,ATM,EUR,98.4,9,5.0,2016.0,14:09:00
1794,16-05-2016 14:14,16-05-2016,59d3efe9-135b-4b44-ac59-80a13da8109a,249a9247-a7f1-43a6-a5c1-7147c98366be,BANK_TRANSFER,GBP,216.65,78,5.0,2016.0,14:14:00
1795,16-05-2016 14:21,16-05-2016,aed21f21-111d-4efd-b114-b08c24f6dd18,3cd04253-fd35-4b8c-898e-5b7c1085056b,ATM,EUR,17.65,40,5.0,2016.0,14:21:00
1796,16-05-2016 17:48,16-05-2016,1f5465ae-86e9-4abb-a475-fece13e55b95,6766bfd5-5f67-4a9d-87b0-f22037e6f52a,CARD_PAYMENT,GBP,174.59,50,5.0,2016.0,17:48:00
1797,16-05-2016 18:31,16-05-2016,556ed90c-ad6c-4109-8ebb-732624ea629a,d36bea6b-1cfc-4504-af68-bcab3244817d,CARD_PAYMENT,GBP,161.35,10,5.0,2016.0,18:31:00
1798,16-05-2016 19:11,16-05-2016,89594a0e-f75e-477c-bdf4-9ab9d4962eed,8cef14b3-510b-400a-b875-7d69a9995485,BANK_TRANSFER,EUR,6.24,11,5.0,2016.0,19:11:00
1799,16-05-2016 19:15,16-05-2016,574fa066-a47a-44f2-af90-8f6d2f2ef78d,d4d02df9-aa17-4723-a7ac-d54d3687feeb,ATM,GBP,12.02,14,5.0,2016.0,19:15:00
1800,16-05-2016 19:40,16-05-2016,c7694312-35a7-4d41-ad51-76133c8bfe83,7a0e6cf0-417a-4692-96df-3afe95c973c9,CARD_PAYMENT,GBP,185.72,20,5.0,2016.0,19:40:00
1801,16-05-2016 19:51,16-05-2016,5a9ebc06-0fd0-4fa0-b93d-791a885fd028,1ba6fc92-51da-43be-a225-bf3cd188b412,BANK_TRANSFER,GBP,92.58,41,5.0,2016.0,19:51:00
1802,16-05-2016 20:22,16-05-2016,c73660bc-c4f7-43c6-a189-b4ded615fce8,dccd3852-fbad-4511-9e62-0d90fa03cc0a,TOPUP,EUR,117.34,19,5.0,2016.0,20:22:00
1803,16-05-2016 20:29,16-05-2016,89594a0e-f75e-477c-bdf4-9ab9d4962eed,439b2f94-663b-4aef-aa19-a21ba314857d,ATM,EUR,27.52,11,5.0,2016.0,20:29:00
1804,16-05-2016 20:58,16-05-2016,556ed90c-ad6c-4109-8ebb-732624ea629a,adb9b759-00d0-4e7e-a955-c8574b732963,CARD_PAYMENT,GBP,191.03,10,5.0,2016.0,20:58:00
1805,16-05-2016 21:03,16-05-2016,39b3f889-bbdd-4d66-93fe-dd75bef27dbf,8dcc8fb9-4cf1-4fca-ac34-9c6f5a97307a,TOPUP,EUR,293.91,41,5.0,2016.0,21:03:00
1806,16-05-2016 21:29,16-05-2016,556ed90c-ad6c-4109-8ebb-732624ea629a,ad952f10-2bb2-4ef4-9caa-64203ffaa35e,ATM,EUR,245.86,10,5.0,2016.0,21:29:00
1807,16-05-2016 21:46,16-05-2016,8935839b-2dd8-4b04-ba7f-7aa9361358d3,daf287c5-c4bd-415a-94cb-313b4d5a883a,TOPUP,EUR,274.76,3,5.0,2016.0,21:46:00
1808,16-05-2016 22:22,16-05-2016,c552625d-5522-4fe9-bc2d-910693e11dcc,9f3bba4a-d8d6-4269-ab09-f37aea9c8671,BANK_TRANSFER,GBP,120.65,1,5.0,2016.0,22:22:00
1809,17-05-2016 00:59,17-05-2016,3dd8b1a9-17a7-483f-b1a4-9f23fe55ad61,14c292ab-4edf-4f3f-9ff9-e678aa8d47f8,ATM,GBP,286.35,25,5.0,2016.0,00:59:00
1810,17-05-2016 01:00,17-05-2016,3dd8b1a9-17a7-483f-b1a4-9f23fe55ad61,c602ab14-808d-456e-bdf1-14edd7874f3c,BANK_TRANSFER,EUR,318.22,25,5.0,2016.0,01:00:00
1811,17-05-2016 02:55,17-05-2016,c7694312-35a7-4d41-ad51-76133c8bfe83,b00bf042-c94d-42d5-8637-4ecbb9e89040,ATM,EUR,280.69,20,5.0,2016.0,02:55:00
1812,17-05-2016 03:09,17-05-2016,fc77119c-a484-4b2c-aca7-de0c9bbfa285,047239d3-a5d3-4c4e-aa63-b6dac8ae0ac1,ATM,GBP,77.89,9,5.0,2016.0,03:09:00
1813,17-05-2016 05:14,17-05-2016,e4c0befe-0325-438a-b47d-ee6643c05184,5062d488-cf07-43e8-ae28-965d125674f8,BANK_TRANSFER,EUR,17.5,32,5.0,2016.0,05:14:00
1814,17-05-2016 06:13,17-05-2016,54b1032f-5fc3-45b8-91be-f81696f512a9,61d00e5d-7b25-42cd-b431-d2e12c94fa2d,ATM,EUR,269.16,47,5.0,2016.0,06:13:00
1815,17-05-2016 06:14,17-05-2016,6cae3eb6-515c-4811-8b51-32fb2e95da28,ef6106c9-17ed-4fc2-8981-7542471f555c,BANK_TRANSFER,GBP,136.8,58,5.0,2016.0,06:14:00
1816,17-05-2016 07:30,17-05-2016,da18f4b0-f1b6-4cd9-9962-a53dd65974ad,84a24805-5a52-460f-bb44-7c32758ad9ef,CARD_PAYMENT,EUR,15.5,4,5.0,2016.0,07:30:00
1817,17-05-2016 11:29,17-05-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,1165ead1-7836-4a44-99da-f88e0ab9d2b0,ATM,EUR,198.94,95,5.0,2016.0,11:29:00
1818,17-05-2016 11:49,17-05-2016,870e0441-bb49-4f18-b893-53469715d897,cdb5ca82-ba0d-43b3-88aa-3c8a39de9f33,P2P_TRANSFER,GBP,241.01,10,5.0,2016.0,11:49:00
1819,17-05-2016 13:25,17-05-2016,6cae3eb6-515c-4811-8b51-32fb2e95da28,3a850781-06bd-4cd9-91e4-b014f1068c48,ATM,GBP,110.79,58,5.0,2016.0,13:25:00
1820,17-05-2016 13:55,17-05-2016,3606e298-66e2-4194-8c13-865312dfb682,0b396568-664e-45b1-8768-6403468fd631,ATM,GBP,149.25,27,5.0,2016.0,13:55:00
1821,17-05-2016 14:44,17-05-2016,fc77119c-a484-4b2c-aca7-de0c9bbfa285,076c4a35-ad78-4aab-adbb-aa8c42d22245,BANK_TRANSFER,GBP,111.84,9,5.0,2016.0,14:44:00
1822,17-05-2016 14:50,17-05-2016,99fcf99d-d4d3-439a-9287-515927bf8403,e37f3597-d87e-44be-9c7e-9c6cc2c2684d,BANK_TRANSFER,EUR,144.7,4,5.0,2016.0,14:50:00
1823,17-05-2016 18:42,17-05-2016,5fd70cca-1685-40ad-a312-7d387f6911a9,40a7e251-5ca5-4dbd-9992-1b1f8441aa2f,BANK_TRANSFER,GBP,203.38,40,5.0,2016.0,18:42:00
1824,17-05-2016 19:20,17-05-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,c94bc569-0e4b-4708-b960-8a52d4ce3e48,BANK_TRANSFER,EUR,4.58,52,5.0,2016.0,19:20:00
1825,17-05-2016 19:30,17-05-2016,5c2d8bfc-9fd9-450a-acdb-68277f187a11,20a5b6c6-459f-4bb7-96b4-b45cc9166b85,ATM,EUR,197.1,50,5.0,2016.0,19:30:00
1826,17-05-2016 19:40,17-05-2016,62f45dfe-1f23-45a8-9d42-57516164c18e,75f2bef4-5e16-4c39-b5c1-aafb3bc2b6d7,CARD_PAYMENT,EUR,252.19,20,5.0,2016.0,19:40:00
1827,17-05-2016 19:45,17-05-2016,3dd8b1a9-17a7-483f-b1a4-9f23fe55ad61,e0ae6d5e-8cdc-4595-bac2-ee56e333430f,TOPUP,EUR,214.53,25,5.0,2016.0,19:45:00
1828,17-05-2016 19:46,17-05-2016,4e04f3a5-ea58-4b25-9275-3fd3e0ac21da,b20879b8-1bab-4898-acb3-ae42dd96b815,TOPUP,EUR,166.01,4,5.0,2016.0,19:46:00
1829,17-05-2016 20:11,17-05-2016,c483216d-b457-44cc-bdab-9a65f44c9620,1b2ed7fb-c7b4-4b42-9ebf-7e49d0d625b9,ATM,GBP,132.17,17,5.0,2016.0,20:11:00
1830,17-05-2016 21:08,17-05-2016,1b0cea22-30b3-4ca1-953a-f1ee73503ddc,96861729-b332-4f7c-aadf-31f72e8928e3,TOPUP,GBP,227.52,16,5.0,2016.0,21:08:00
1831,17-05-2016 21:20,17-05-2016,62f45dfe-1f23-45a8-9d42-57516164c18e,d5476b08-066d-4f1c-a712-04c2b6c00aad,CARD_PAYMENT,GBP,105.05,20,5.0,2016.0,21:20:00
1832,17-05-2016 23:17,17-05-2016,31de8b01-efd3-4e44-a7d2-68ac8dbfe9fc,cdd9491b-4eb5-4388-a4c1-0f00c5a631d3,ATM,EUR,319.34,1,5.0,2016.0,23:17:00
1833,17-05-2016 23:46,17-05-2016,89594a0e-f75e-477c-bdf4-9ab9d4962eed,277868d3-2503-40ec-a15e-a525ed2a3e11,P2P_TRANSFER,GBP,297.44,11,5.0,2016.0,23:46:00
1834,18-05-2016 00:04,18-05-2016,3301b57f-6037-4050-a8c9-f942835068ac,109d86ab-84f8-4cd5-9149-aea6d00d5848,ATM,GBP,45.03,8,5.0,2016.0,00:04:00
1835,18-05-2016 01:04,18-05-2016,556ed90c-ad6c-4109-8ebb-732624ea629a,0719ce4d-60ea-4dc7-835c-beae40d9122f,ATM,EUR,63.57,10,5.0,2016.0,01:04:00
1836,18-05-2016 01:06,18-05-2016,fc77119c-a484-4b2c-aca7-de0c9bbfa285,b058d38b-6ea1-4712-86ed-8261fbbf5728,ATM,GBP,42.18,9,5.0,2016.0,01:06:00
1837,18-05-2016 02:11,18-05-2016,e4c0befe-0325-438a-b47d-ee6643c05184,26a79a38-766d-41d9-8854-952177e8f4c8,BANK_TRANSFER,EUR,85.21,32,5.0,2016.0,02:11:00
1838,18-05-2016 06:59,18-05-2016,01d7f34c-1474-4d0d-94e3-e538dfcb2157,c950b894-b2ca-4955-9ab1-0e657d72788d,TOPUP,GBP,347.11,20,5.0,2016.0,06:59:00
1839,18-05-2016 08:23,18-05-2016,fdee59c1-0e47-4e0d-9e91-4d915f7e9ef7,220a01e4-7313-44b7-8ddd-3efb27623ace,BANK_TRANSFER,EUR,263.78,22,5.0,2016.0,08:23:00
1840,18-05-2016 09:38,18-05-2016,1a9e22bd-4cec-47c4-8196-92038ba2e603,88d86b75-1d0d-4048-867d-cd5140d09c31,CARD_PAYMENT,EUR,197.7,21,5.0,2016.0,09:38:00
1841,18-05-2016 10:25,18-05-2016,aae2d52c-5a63-4ca2-8dbf-89429f259862,2ec41339-3675-4ca1-bea3-fc53699bed60,BANK_TRANSFER,GBP,244.39,17,5.0,2016.0,10:25:00
1842,18-05-2016 11:08,18-05-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,b4db6436-15a1-4282-a7ac-4813141e8137,CARD_PAYMENT,GBP,343.13,95,5.0,2016.0,11:08:00
1843,18-05-2016 11:47,18-05-2016,dc43bf64-4cfe-4474-9ded-05b4728ef71d,46f74d0c-f597-4a24-b331-020428564cca,CARD_PAYMENT,GBP,230.21,36,5.0,2016.0,11:47:00
1844,18-05-2016 14:11,18-05-2016,8ca1b9ce-8d58-416f-90eb-6c666fc866bd,332f98a9-ab15-4e54-a5e0-621c475aacf8,CARD_PAYMENT,GBP,288.56,20,5.0,2016.0,14:11:00
1845,18-05-2016 14:37,18-05-2016,aed21f21-111d-4efd-b114-b08c24f6dd18,ccd2a3fa-1d5e-4b45-8fa2-02eb725f3656,CARD_PAYMENT,EUR,181.92,40,5.0,2016.0,14:37:00
1846,18-05-2016 15:18,18-05-2016,e99dce21-5848-4237-945a-b48ec51abfe8,2d9a91e2-f2f7-4eaa-b84c-6d78b36e5143,CARD_PAYMENT,GBP,132.31,25,5.0,2016.0,15:18:00
1847,18-05-2016 16:46,18-05-2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,e10f4a07-acea-46e8-8c2a-49c520b24fd1,P2P_TRANSFER,GBP,318.45,65,5.0,2016.0,16:46:00
1848,18-05-2016 16:58,18-05-2016,2a94c64d-a5aa-4807-b581-97339f61006b,c996b7d3-cd16-4e86-bc76-e24b2749c08c,ATM,EUR,256.64,24,5.0,2016.0,16:58:00
1849,18-05-2016 17:04,18-05-2016,aae2d52c-5a63-4ca2-8dbf-89429f259862,a2f97e04-54b5-4de0-bd56-1fd30e13a269,TOPUP,GBP,39.31,17,5.0,2016.0,17:04:00
1850,18-05-2016 17:17,18-05-2016,5ff8fea3-1e6a-4360-bf40-2dc121b9cd78,0d891443-c202-4c47-add2-b68f145091ff,TOPUP,EUR,27.44,5,5.0,2016.0,17:17:00
1851,18-05-2016 17:19,18-05-2016,c94c2fa7-06cc-4c4e-b5b8-c8fcc20798f6,8b203b2a-29bf-4457-9acc-9d67c74159c1,ATM,GBP,139.91,30,5.0,2016.0,17:19:00
1852,18-05-2016 19:05,18-05-2016,71aa9559-601d-43a8-bee0-352862ebb72a,74179e8b-05ae-4545-a5d2-4f6f083b9eab,CARD_PAYMENT,EUR,304.44,13,5.0,2016.0,19:05:00
1853,18-05-2016 19:48,18-05-2016,e8ecd1c0-a906-43dc-ae86-6e1f2269a08b,96e80998-8456-4707-9a7e-f699a0cc76be,TOPUP,EUR,185.62,29,5.0,2016.0,19:48:00
1854,18-05-2016 20:27,18-05-2016,e8ecd1c0-a906-43dc-ae86-6e1f2269a08b,025a7c0f-98c4-4878-b425-e7261d9a0d2b,P2P_TRANSFER,GBP,250.91,29,5.0,2016.0,20:27:00
1855,18-05-2016 22:01,18-05-2016,fdee59c1-0e47-4e0d-9e91-4d915f7e9ef7,95b5bd98-1d8d-416f-a804-73f784bd7809,BANK_TRANSFER,EUR,32.32,22,5.0,2016.0,22:01:00
1856,18-05-2016 23:13,18-05-2016,147ac84c-e1d0-4f6d-a92d-e62758cf6304,ecf32d13-3551-4fa9-a970-186db113231f,TOPUP,EUR,303.46,13,5.0,2016.0,23:13:00
1857,19-05-2016 06:12,19-05-2016,01d7f34c-1474-4d0d-94e3-e538dfcb2157,33c93299-ffdc-47d3-afde-23e286d58c4a,ATM,EUR,195.72,20,5.0,2016.0,06:12:00
1858,19-05-2016 06:44,19-05-2016,97528ad1-413e-461a-9083-188da333c9e1,7f9ae62a-952c-4ee8-bd03-d1be76e2d5d3,TOPUP,EUR,21.74,38,5.0,2016.0,06:44:00
1859,19-05-2016 07:08,19-05-2016,bf0361fa-64a9-4e1d-9163-50c48eccbc18,36813522-a9d4-4e88-bcc3-189b0c61cf5e,BANK_TRANSFER,EUR,58.87,14,5.0,2016.0,07:08:00
1860,19-05-2016 09:19,19-05-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,dda4fd11-b74c-45b5-93f7-10b1725f1de8,CARD_PAYMENT,GBP,270.72,95,5.0,2016.0,09:19:00
1861,19-05-2016 09:20,19-05-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,cc70ec9a-918f-4f46-8df9-6b5303e81494,BANK_TRANSFER,GBP,276.48,95,5.0,2016.0,09:20:00
1862,19-05-2016 09:39,19-05-2016,7aedd7a8-f400-4a8f-82cd-e32aa05c3ae7,6b628c71-5e39-4130-b5c5-1601a9cfc9cd,ATM,EUR,127.56,23,5.0,2016.0,09:39:00
1863,19-05-2016 09:56,19-05-2016,3fc813b5-39dc-4780-bd4f-bd7f9c6fdb5b,272c701b-5d4c-4ff9-a3f2-9f3b5f3481d1,TOPUP,EUR,76.05,38,5.0,2016.0,09:56:00
1864,19-05-2016 10:04,19-05-2016,3fc813b5-39dc-4780-bd4f-bd7f9c6fdb5b,b985aed7-5a30-4b75-bfe3-bcc8c479ce32,BANK_TRANSFER,GBP,228.29,38,5.0,2016.0,10:04:00
1865,19-05-2016 10:59,19-05-2016,9755fcd7-25f2-48a1-b00e-37b38ba81813,d38f4eee-e549-4d9f-a156-2d8c265df1be,BANK_TRANSFER,EUR,74.8,4,5.0,2016.0,10:59:00
1866,19-05-2016 11:44,19-05-2016,5b41f0cd-0291-402c-a68e-b9d52913e95e,2e78c625-c629-4951-ae8a-f9c6a0947992,ATM,EUR,143.77,1,5.0,2016.0,11:44:00
1867,19-05-2016 12:11,19-05-2016,677412be-cf63-4c54-84ee-9cfae5a3c4dd,1afd7d36-4f02-4c9b-be48-eb1ccc0d8913,ATM,EUR,286.92,9,5.0,2016.0,12:11:00
1868,19-05-2016 15:45,19-05-2016,e8ecd1c0-a906-43dc-ae86-6e1f2269a08b,23c613fc-7ecb-485b-899f-70a7389c1b8b,BANK_TRANSFER,GBP,231.79,29,5.0,2016.0,15:45:00
1869,19-05-2016 16:02,19-05-2016,7bb3ba6d-ec1f-4d3b-a7ad-c8cfe1595202,3c8706f6-8da8-4f3a-b511-0256e97cb716,ATM,GBP,173.62,17,5.0,2016.0,16:02:00
1870,19-05-2016 18:41,19-05-2016,6cae3eb6-515c-4811-8b51-32fb2e95da28,46d561e2-a70d-49a6-acc3-18c429b516a2,CARD_PAYMENT,EUR,263.17,58,5.0,2016.0,18:41:00
1871,19-05-2016 18:45,19-05-2016,66759444-6c27-4076-be7d-cc374a50185b,6903e420-3de1-4241-9e1e-50faa0bf3c02,ATM,GBP,38.16,24,5.0,2016.0,18:45:00
1872,19-05-2016 19:23,19-05-2016,4ada4c42-4d43-4820-ab37-349c8030f1b0,c5561572-98c4-4672-8e38-067f264ef669,TOPUP,GBP,172.96,11,5.0,2016.0,19:23:00
1873,19-05-2016 23:43,19-05-2016,d8624073-0c9b-4fd3-ba3a-f48cdb7c5001,557bc8e9-19b0-4a88-b9e6-5d863d46cbf4,CARD_PAYMENT,EUR,6.59,12,5.0,2016.0,23:43:00
1874,20-05-2016 00:13,20-05-2016,9b3e3d02-e389-4a56-8fe1-6d6a7357e8c9,988ba06c-be30-48bc-b786-18617742c990,TOPUP,EUR,15.72,29,5.0,2016.0,00:13:00
1875,20-05-2016 01:05,20-05-2016,60bb9bc2-62e0-4d54-a2db-54d71f38d6c6,dc804165-0770-40c1-9f05-6a4b9c453d4d,ATM,EUR,260.71,11,5.0,2016.0,01:05:00
1876,20-05-2016 02:05,20-05-2016,4b6f1812-0b0b-41df-8c7d-9a49c41a790b,6199940f-e599-49a5-b573-3284436b3fc8,ATM,GBP,262.81,22,5.0,2016.0,02:05:00
1877,20-05-2016 02:58,20-05-2016,3301b57f-6037-4050-a8c9-f942835068ac,2d8c55c4-db8a-4f1e-9f99-ec0cef86f79a,TOPUP,EUR,47.22,8,5.0,2016.0,02:58:00
1878,20-05-2016 03:29,20-05-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,7720c51c-cdb2-47eb-9333-85817bfecbe9,ATM,GBP,265.22,43,5.0,2016.0,03:29:00
1879,20-05-2016 03:52,20-05-2016,11df3e07-21d3-4d56-90ae-db94631e6163,6fa5e77a-fa39-46e4-b88e-68f37433dc46,BANK_TRANSFER,GBP,300.25,15,5.0,2016.0,03:52:00
1880,20-05-2016 04:17,20-05-2016,839f01a2-e80f-4035-ac43-96c19a00c61c,86d7b746-3ac4-4e5b-adc6-8b98b20ccc38,TOPUP,EUR,349.23,15,5.0,2016.0,04:17:00
1881,20-05-2016 07:24,20-05-2016,1a9e22bd-4cec-47c4-8196-92038ba2e603,cc20826d-46dc-403e-89bd-6035ec52c89a,TOPUP,GBP,213.08,21,5.0,2016.0,07:24:00
1882,20-05-2016 07:46,20-05-2016,1a9e22bd-4cec-47c4-8196-92038ba2e603,be76cddd-6af6-4169-9594-1630fc86595c,BANK_TRANSFER,GBP,41.87,21,5.0,2016.0,07:46:00
1883,20-05-2016 09:26,20-05-2016,61eacba2-b774-44db-a54c-4e69fe20da84,9bd58d63-c6e5-49f9-bffb-982e6bb24a8e,ATM,EUR,116.62,23,5.0,2016.0,09:26:00
1884,20-05-2016 10:13,20-05-2016,59151119-e6be-4f20-a1dd-221bd16d220e,b8a86b41-e25a-4321-85d3-1d976c54045a,ATM,GBP,337.17,15,5.0,2016.0,10:13:00
1885,20-05-2016 10:21,20-05-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,a2e31581-1d41-47ac-b154-d8394f470bb4,TOPUP,EUR,100.08,52,5.0,2016.0,10:21:00
1886,20-05-2016 10:36,20-05-2016,68c81cbf-98e2-4418-86de-ec8c4b57e512,5ca42504-dab6-44d1-8ac0-856e6248706e,CARD_PAYMENT,GBP,188.28,32,5.0,2016.0,10:36:00
1887,20-05-2016 11:32,20-05-2016,06bb2d68-bf61-4030-8447-9de64d3ce490,99de29c9-5902-4e40-a0e7-3daaca394116,TOPUP,GBP,28.17,132,5.0,2016.0,11:32:00
1888,20-05-2016 12:23,20-05-2016,f1772245-4581-45eb-8d21-c62586cafba4,00231059-fe87-45b2-9413-ff377c6ab1d9,ATM,EUR,104.06,9,5.0,2016.0,12:23:00
1889,20-05-2016 16:05,20-05-2016,6f06207d-bc72-4af2-a38a-a12048e84531,0b24c1a7-78ea-4721-b9ea-307bd1aba25c,ATM,EUR,348.86,3,5.0,2016.0,16:05:00
1890,20-05-2016 16:55,20-05-2016,3fc813b5-39dc-4780-bd4f-bd7f9c6fdb5b,915e78ff-c261-4732-8576-ae024f8fa1e9,TOPUP,EUR,81.09,38,5.0,2016.0,16:55:00
1891,20-05-2016 17:08,20-05-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,f68e6e88-dde9-49cc-80ae-5752f97c0d39,CARD_PAYMENT,GBP,269.44,43,5.0,2016.0,17:08:00
1892,20-05-2016 18:49,20-05-2016,97267cab-3d3e-4796-a093-b2e0adc499e6,17d21f50-c90c-4c63-a172-b73409442dde,TOPUP,EUR,55.91,16,5.0,2016.0,18:49:00
1893,20-05-2016 20:19,20-05-2016,556ed90c-ad6c-4109-8ebb-732624ea629a,04f86613-6102-4413-aac5-a2dc1abb2aa0,BANK_TRANSFER,GBP,48.78,10,5.0,2016.0,20:19:00
1894,20-05-2016 23:04,20-05-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,aaa48cf0-b45a-46a7-889d-be18bc6130c2,ATM,EUR,201.62,58,5.0,2016.0,23:04:00
1895,21-05-2016 00:17,21-05-2016,54b1032f-5fc3-45b8-91be-f81696f512a9,f8784c04-0e18-468e-9e03-037f469d51bf,TOPUP,GBP,7.13,47,5.0,2016.0,00:17:00
1896,21-05-2016 00:25,21-05-2016,2a94c64d-a5aa-4807-b581-97339f61006b,5ba14314-2365-4c08-bf75-8d286133daf3,BANK_TRANSFER,EUR,286.34,24,5.0,2016.0,00:25:00
1897,21-05-2016 08:25,21-05-2016,61eacba2-b774-44db-a54c-4e69fe20da84,94ab14ca-ed01-489c-8e2b-02539ee93b69,TOPUP,EUR,225.06,23,5.0,2016.0,08:25:00
1898,21-05-2016 08:47,21-05-2016,59151119-e6be-4f20-a1dd-221bd16d220e,294e9e1f-1822-435e-b88e-6af30a89ad46,TOPUP,GBP,326.61,15,5.0,2016.0,08:47:00
1899,21-05-2016 10:14,21-05-2016,54b1032f-5fc3-45b8-91be-f81696f512a9,3417b8c2-adbd-4711-a9e6-ea569fe3430c,CARD_PAYMENT,EUR,281.97,47,5.0,2016.0,10:14:00
1900,21-05-2016 12:57,21-05-2016,2a94c64d-a5aa-4807-b581-97339f61006b,f308478f-c0d0-4671-9c57-711f19de1dbc,TOPUP,EUR,149.18,24,5.0,2016.0,12:57:00
1901,21-05-2016 13:37,21-05-2016,01d7f34c-1474-4d0d-94e3-e538dfcb2157,e2779697-2f19-46af-82c4-f7288106f207,ATM,EUR,255.31,20,5.0,2016.0,13:37:00
1902,21-05-2016 13:43,21-05-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,c54d0842-8dfb-4b28-b95f-48ff29853de1,CARD_PAYMENT,EUR,5.82,95,5.0,2016.0,13:43:00
1903,21-05-2016 15:05,21-05-2016,2a94c64d-a5aa-4807-b581-97339f61006b,06ba7cf5-ea98-42b1-a5da-e92232c26b10,TOPUP,EUR,50.53,24,5.0,2016.0,15:05:00
1904,21-05-2016 15:19,21-05-2016,b2fc491b-1bf1-409b-be49-770881e3476e,0b95085e-bde5-4d4a-9521-b8c32f065b00,ATM,EUR,68.6,12,5.0,2016.0,15:19:00
1905,21-05-2016 17:06,21-05-2016,59d3efe9-135b-4b44-ac59-80a13da8109a,b520ee8f-7ebe-48f6-92ac-0080457ccf99,BANK_TRANSFER,EUR,194.1,78,5.0,2016.0,17:06:00
1906,21-05-2016 17:46,21-05-2016,cc0cd2dc-845c-46a3-aa33-07dc3ad30551,c0fde5c5-c9ec-4c19-a814-e2d235b671c1,BANK_TRANSFER,GBP,285.62,10,5.0,2016.0,17:46:00
1907,21-05-2016 19:08,21-05-2016,870e0441-bb49-4f18-b893-53469715d897,16ef26e5-098b-4eb4-a1a6-274ff14e3f55,TOPUP,EUR,341.01,10,5.0,2016.0,19:08:00
1908,21-05-2016 19:44,21-05-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,82507f9e-87be-4c4f-b0ac-1946aac4deb4,TOPUP,EUR,18.78,58,5.0,2016.0,19:44:00
1909,21-05-2016 19:47,21-05-2016,46bfac7e-fff1-4232-a5a6-3f069f8acb0b,6088fdfa-87b7-4a51-a97c-3c626d3c64b9,P2P_TRANSFER,GBP,344.9,11,5.0,2016.0,19:47:00
1910,21-05-2016 20:52,21-05-2016,89594a0e-f75e-477c-bdf4-9ab9d4962eed,81a6b141-1257-4f47-af95-d86da30e5e99,BANK_TRANSFER,GBP,193.73,11,5.0,2016.0,20:52:00
